ACCOUNTID,METODO_DE_PAGO,FECHA_COMPRA,SUCURSAL,DESCUENTO,MONTO_PAGADO,TIPO_ARTICULO,CANTIDAD_ARTICULO,MARGEN,SECTOR,VALOR_ARTICULO
13193,EFECTIVO,2020-01-03,11042,3000,40100,3. Calidad Alta,1,10510,3,43100
15532,EFECTIVO,2020-01-05,10927,0,41300,3. Calidad Alta,1,9440,3,41300
22051,EFECTIVO,2020-01-18,12325,3000,47300,3. Calidad Alta,1,12390,6,50300
24591,EFECTIVO,2019-10-28,5111,0,34200,2. Calidad Media,1,6360,16,34200
24591,EFECTIVO,2019-11-08,5111,0,36200,2. Calidad Media,1,7540,16,36200
24591,EFECTIVO,2020-01-13,5111,0,23900,2. Calidad Media,1,3700,16,23900
24591,EFECTIVO,2020-01-13,5111,0,21900,1. Calidad Simple,1,5240,16,21900
22993,EFECTIVO,2019-10-04,12611,0,43400,3. Calidad Alta,1,7550,9,43400
18348,EFECTIVO,2020-01-10,3350,2000,45500,3. Calidad Alta,1,7110,15,47500
18348,EFECTIVO,2020-01-10,3350,2000,38300,3. Calidad Alta,1,5980,15,40300
6546,NA,2019-12-02,12612,0,45800,3. Calidad Alta,1,7880,9,45800
14324,EFECTIVO,2020-01-04,3413,3000,42200,3. Calidad Alta,1,11060,15,45200
12354,TRANSBANK,2019-12-30,12621,0,30500,2. Calidad Media,1,6390,10,30500
19794,EFECTIVO,2020-01-12,3101,3000,38600,3. Calidad Alta,1,10110,14,41600
19794,EFECTIVO,2020-01-12,3101,0,39400,3. Calidad Alta,1,9580,14,39400
19794,EFECTIVO,2020-01-12,3101,0,46100,3. Calidad Alta,1,11210,14,46100
22197,EFECTIVO,2020-01-18,11869,0,35800,2. Calidad Media,1,8150,3,35800
22197,EFECTIVO,2020-01-18,11869,0,87200,3. Calidad Alta,2,8560,3,43600
7777,EFECTIVO,2019-12-13,3302,0,54200,3. Calidad Alta,1,11890,14,54200
4143,NA,2019-11-13,3302,2000,38500,3. Calidad Alta,1,7540,14,40500
14897,NA,2020-01-01,4181,0,16200,1. Calidad Simple,1,4870,15,16200
404,EFECTIVO,2019-10-21,12330,0,54300,3. Calidad Alta,1,9420,7,54300
5654,EFECTIVO,2019-11-30,5113,1500,31900,2. Calidad Media,1,6330,16,33400
5654,EFECTIVO,2019-11-30,5113,1500,38100,3. Calidad Alta,1,6100,16,39600
17652,OTRO,2020-01-08,10111,0,40800,3. Calidad Alta,1,8160,1,40800
13194,NA,2020-01-03,12611,0,36400,2. Calidad Media,1,7060,9,36400
13194,NA,2020-01-03,12611,0,121900,4. Calidad Premium,1,13790,9,121900
21705,EFECTIVO,2020-01-17,12733,2000,45000,3. Calidad Alta,1,9580,11,47000
18941,EFECTIVO,2020-01-11,12324,3000,25700,3. Calidad Alta,1,6730,6,28700
14191,EFECTIVO,2019-12-31,13108,0,41100,2. Calidad Media,1,8600,12,41100
16932,EFECTIVO,2020-01-07,10897,2100,35700,3. Calidad Alta,1,8570,2,37800
14711,OTRO,2020-01-01,11783,0,70800,2. Calidad Media,2,6570,5,35400
14711,OTRO,2020-01-01,11783,0,36700,3. Calidad Alta,1,6140,5,36700
4270,EFECTIVO,2019-11-14,12438,0,45900,3. Calidad Alta,1,10060,7,45900
2137,TRANSBANK,2019-11-01,11703,2000,40200,3. Calidad Alta,1,5250,5,42200
2137,EFECTIVO,2019-12-03,12757,2000,41700,3. Calidad Alta,1,8230,12,43700
2137,TRANSBANK,2019-12-26,12757,0,32300,3. Calidad Alta,1,5920,12,32300
2137,TRANSBANK,2019-12-26,12757,0,25500,1. Calidad Simple,1,7650,12,25500
14854,EFECTIVO,2020-01-01,10903,0,119500,4. Calidad Premium,1,15460,2,119500
23070,EFECTIVO,2019-10-04,5114,0,33300,2. Calidad Media,1,3390,17,33300
23070,EFECTIVO,2019-10-11,5111,0,41300,2. Calidad Media,1,3290,16,41300
23070,EFECTIVO,2019-11-29,5114,0,36200,2. Calidad Media,1,7670,17,36200
23070,EFECTIVO,2019-12-18,5111,0,31400,2. Calidad Media,1,5280,16,31400
22755,OTRO,2019-09-28,3880,0,38500,3. Calidad Alta,1,3480,15,38500
22755,EFECTIVO,2019-09-29,5114,0,46000,3. Calidad Alta,1,4150,17,46000
22755,NA,2019-09-30,5114,0,37700,3. Calidad Alta,1,3410,17,37700
22755,EFECTIVO,2019-10-26,5111,2000,38600,3. Calidad Alta,1,2610,16,40600
22755,EFECTIVO,2019-10-27,3302,2000,37000,3. Calidad Alta,1,2380,14,39000
22755,EFECTIVO,2019-11-17,3880,0,39600,3. Calidad Alta,1,7220,15,39600
22755,EFECTIVO,2019-12-19,3302,3000,37200,3. Calidad Alta,1,6540,14,40200
22755,EFECTIVO,2020-01-03,3302,0,52000,3. Calidad Alta,1,8190,14,52000
22755,EFECTIVO,2020-01-06,3302,0,51100,3. Calidad Alta,1,7890,14,51100
13648,NA,2019-12-31,2676,0,47300,3. Calidad Alta,1,9430,13,47300
4476,NA,2019-11-16,6128,0,40500,3. Calidad Alta,1,7440,17,40500
4476,NA,2019-12-01,12347,0,38400,2. Calidad Media,1,6930,7,38400
22355,EFECTIVO,2020-01-18,12733,0,42200,3. Calidad Alta,1,8570,11,42200
6828,EFECTIVO,2019-12-05,3136,0,123500,4. Calidad Premium,1,14600,14,123500
20237,EFECTIVO,2020-01-14,3146,3000,36800,3. Calidad Alta,1,9640,14,39800
10976,NA,2019-12-27,12330,0,46500,3. Calidad Alta,1,8720,7,46500
946,TRANSBANK,2019-10-25,12330,0,126000,4. Calidad Premium,1,13800,7,126000
20898,NA,2020-01-15,6128,2000,31100,3. Calidad Alta,1,5770,17,33100
20746,EFECTIVO,2020-01-15,10757,0,30400,1. Calidad Simple,1,9080,1,30400
20746,EFECTIVO,2020-01-15,10757,2000,29200,3. Calidad Alta,1,5920,1,31200
20746,EFECTIVO,2020-01-15,10757,850,24000,1. Calidad Simple,1,7480,1,24850
3446,NA,2019-11-07,4364,0,125100,4. Calidad Premium,1,15860,16,125100
982,EFECTIVO,2019-10-25,11703,0,115500,4. Calidad Premium,1,6440,5,115500
982,EFECTIVO,2020-01-17,11703,0,40800,2. Calidad Media,1,7500,5,40800
2624,EFECTIVO,2019-10-31,12439,0,33300,2. Calidad Media,1,6230,7,33300
4810,EFECTIVO,2019-11-19,12330,1500,38400,2. Calidad Media,1,8360,7,39900
3471,EFECTIVO,2019-11-08,3880,2000,54900,3. Calidad Alta,1,10260,15,56900
3471,EFECTIVO,2019-12-06,3302,4000,43900,3. Calidad Alta,1,9240,14,47900
3471,EFECTIVO,2019-12-30,3302,2000,51200,3. Calidad Alta,1,8960,14,53200
9323,EFECTIVO,2019-12-22,11565,0,30000,1. Calidad Simple,1,6070,4,30000
18838,EFECTIVO,2020-01-11,12116,2000,49700,3. Calidad Alta,1,9780,5,51700
18456,OTRO,2020-01-10,11525,0,43000,3. Calidad Alta,1,8600,4,43000
6883,EFECTIVO,2019-12-09,11783,0,38400,3. Calidad Alta,1,7840,5,38400
13416,EFECTIVO,2020-01-04,12324,3000,155900,4. Calidad Premium,1,22290,6,158900
12433,EFECTIVO,2019-12-30,3136,0,29200,2. Calidad Media,1,6110,14,29200
12433,EFECTIVO,2019-12-30,3136,0,37300,3. Calidad Alta,1,6970,14,37300
10567,NA,2019-12-25,4187,0,29600,2. Calidad Media,1,6090,16,29600
22799,EFECTIVO,2019-10-01,12611,2000,56300,3. Calidad Alta,1,10040,9,58300
22799,EFECTIVO,2019-10-01,12611,2000,21800,1. Calidad Simple,1,5540,9,23800
22799,EFECTIVO,2019-11-17,2624,2000,37500,3. Calidad Alta,1,7290,13,39500
22799,EFECTIVO,2019-12-27,12330,0,106000,3. Calidad Alta,2,9610,7,53000
21011,TRANSBANK,2020-01-15,6128,2000,36000,3. Calidad Alta,1,6680,17,38000
22534,TRANSBANK,2019-12-18,12347,850,32600,1. Calidad Simple,1,9700,7,33450
22534,EFECTIVO,2019-12-30,12347,850,29700,1. Calidad Simple,1,9260,7,30550
433,EFECTIVO,2019-10-21,12331,0,43600,3. Calidad Alta,1,7560,7,43600
13226,EFECTIVO,2020-01-03,12987,0,43100,3. Calidad Alta,1,10480,12,43100
20715,EFECTIVO,2020-01-18,3350,3000,38100,3. Calidad Alta,1,6100,15,41100
11653,NA,2019-12-29,5828,0,48500,3. Calidad Alta,1,9730,17,48500
11653,NA,2020-01-11,5608,0,78000,2. Calidad Media,2,7690,17,39000
17480,EFECTIVO,2020-01-08,12117,0,31300,2. Calidad Media,1,6150,6,31300
6695,EFECTIVO,2019-12-04,12757,2000,32200,3. Calidad Alta,1,6360,12,34200
6695,EFECTIVO,2019-12-04,12757,1500,40500,2. Calidad Media,1,9760,12,42000
16645,EFECTIVO,2020-01-07,3413,3000,30000,3. Calidad Alta,1,7860,15,33000
19182,TRANSBANK,2020-01-12,12117,2000,66800,3. Calidad Alta,2,6200,6,35400
19182,EFECTIVO,2020-01-12,12117,2000,38200,3. Calidad Alta,1,7510,6,40200
3205,EFECTIVO,2019-11-06,3880,0,35300,3. Calidad Alta,1,6130,15,35300
8335,EFECTIVO,2019-12-18,11703,0,31900,2. Calidad Media,1,9200,5,31900
13733,EFECTIVO,2020-01-04,12324,3000,50900,3. Calidad Alta,1,13340,6,53900
4436,EFECTIVO,2019-11-16,12439,0,28900,2. Calidad Media,1,3520,7,28900
5719,EFECTIVO,2019-12-23,12440,3000,41000,3. Calidad Alta,1,10320,8,44000
5719,EFECTIVO,2019-12-23,12440,3000,109000,4. Calidad Premium,1,14660,8,112000
9169,EFECTIVO,2019-12-22,4302,0,37000,3. Calidad Alta,1,7400,16,37000
4388,EFECTIVO,2019-11-15,12331,0,32700,2. Calidad Media,1,6490,7,32700
12488,NA,2019-12-30,2676,0,32700,3. Calidad Alta,1,6620,13,32700
2159,EFECTIVO,2019-10-30,3880,0,27500,3. Calidad Alta,1,1770,15,27500
2159,EFECTIVO,2019-11-15,3880,0,44200,2. Calidad Media,1,9620,15,44200
2159,EFECTIVO,2020-01-02,3302,0,52400,2. Calidad Media,2,4150,14,26200
11405,NA,2019-12-28,5475,0,46700,3. Calidad Alta,1,9370,17,46700
2645,EFECTIVO,2019-10-31,12438,4000,83000,3. Calidad Alta,2,8000,7,45500
20467,EFECTIVO,2020-01-15,4302,3000,37800,3. Calidad Alta,1,9900,16,40800
7325,EFECTIVO,2019-12-09,11703,0,46100,3. Calidad Alta,1,9420,5,46100
7325,EFECTIVO,2019-12-25,11703,0,49800,3. Calidad Alta,1,9130,5,49800
7342,TRANSBANK,2019-12-10,12757,0,256200,4. Calidad Premium,2,15980,12,128100
24151,EFECTIVO,2019-12-08,12484,1500,36800,2. Calidad Media,1,7870,8,38300
1856,OTRO,2019-10-30,12330,0,40200,2. Calidad Media,1,7920,7,40200
1856,OTRO,2019-12-18,12330,0,32800,2. Calidad Media,1,6480,7,32800
1856,OTRO,2019-12-18,12330,0,31800,1. Calidad Simple,1,9120,7,31800
14413,EFECTIVO,2019-12-31,3413,3000,44500,3. Calidad Alta,1,11820,15,47500
18307,NA,2020-01-10,2676,0,37900,3. Calidad Alta,1,7510,13,37900
11740,NA,2019-12-29,5608,0,242600,4. Calidad Premium,2,14430,17,121300
20762,EFECTIVO,2020-01-15,3418,3000,32300,3. Calidad Alta,1,6990,15,35300
14320,NA,2019-12-31,2676,0,29200,3. Calidad Alta,1,5820,13,29200
4023,TRANSBANK,2019-11-12,2411,2000,45700,3. Calidad Alta,1,8750,13,47700
4023,NA,2019-12-25,2411,2000,35400,3. Calidad Alta,1,7080,13,37400
2876,NA,2019-11-04,10897,0,22800,2. Calidad Media,1,3960,2,22800
2876,NA,2019-11-04,10897,0,13600,1. Calidad Simple,1,3450,2,13600
5247,NA,2019-11-23,5113,6000,263600,4. Calidad Premium,2,15610,16,137800
3218,EFECTIVO,2019-11-06,12439,0,42500,3. Calidad Alta,1,8740,7,42500
9607,NA,2019-12-23,10757,0,42300,3. Calidad Alta,1,8490,1,42300
9607,NA,2019-12-30,13108,0,74200,2. Calidad Media,2,7490,12,37100
9607,NA,2020-01-11,10757,0,28700,2. Calidad Media,1,5860,1,28700
9607,NA,2020-01-11,10757,0,42400,3. Calidad Alta,1,8430,1,42400
2517,TRANSBANK,2019-11-02,5558,0,40400,3. Calidad Alta,1,5300,17,40400
10094,EFECTIVO,2019-12-24,3413,0,34800,3. Calidad Alta,1,7090,15,34800
16711,EFECTIVO,2020-01-07,12756,0,110100,4. Calidad Premium,1,9930,11,110100
13461,EFECTIVO,2019-12-31,11525,0,37200,3. Calidad Alta,1,7670,4,37200
22103,OTRO,2020-01-18,12117,0,39100,2. Calidad Media,1,8350,6,39100
24059,EFECTIVO,2019-10-16,11783,0,46200,3. Calidad Alta,1,6900,5,46200
24059,EFECTIVO,2019-11-22,11783,0,38700,3. Calidad Alta,1,6840,5,38700
24059,EFECTIVO,2020-01-12,11703,0,38700,3. Calidad Alta,1,5850,5,38700
13091,EFECTIVO,2020-01-03,3095,3000,32300,3. Calidad Alta,1,8460,13,35300
3357,EFECTIVO,2019-11-07,12756,2000,32400,3. Calidad Alta,1,5780,11,34400
3357,EFECTIVO,2019-12-30,11703,2000,41000,3. Calidad Alta,1,7450,5,43000
11157,EFECTIVO,2020-01-15,3095,3000,37500,3. Calidad Alta,1,8120,13,40500
17057,OTRO,2020-01-08,12526,0,44700,3. Calidad Alta,1,8940,9,44700
4506,EFECTIVO,2019-11-16,12612,0,43200,3. Calidad Alta,1,8040,9,43200
1637,EFECTIVO,2019-11-11,5111,0,33900,2. Calidad Media,1,7180,16,33900
1637,EFECTIVO,2019-12-25,5111,0,37600,2. Calidad Media,1,6650,16,37600
1637,EFECTIVO,2020-01-14,5111,0,39100,2. Calidad Media,1,6060,16,39100
18342,NA,2020-01-10,12613,0,123900,4. Calidad Premium,1,14580,9,123900
110,EFECTIVO,2019-12-02,4364,0,46300,3. Calidad Alta,1,7960,16,46300
19612,EFECTIVO,2020-01-13,12621,0,34800,2. Calidad Media,1,6990,10,34800
14232,EFECTIVO,2019-12-31,12493,3000,39100,3. Calidad Alta,1,10390,8,42100
14232,EFECTIVO,2019-12-31,12493,0,32700,3. Calidad Alta,1,8060,8,32700
14232,EFECTIVO,2019-12-31,12493,0,44600,3. Calidad Alta,1,11000,8,44600
14232,EFECTIVO,2019-12-31,12493,0,29500,3. Calidad Alta,1,7270,8,29500
14232,EFECTIVO,2019-12-31,12493,0,32100,3. Calidad Alta,1,7920,8,32100
14232,EFECTIVO,2019-12-31,12493,0,40000,3. Calidad Alta,1,9860,8,40000
12039,NA,2019-12-30,2676,0,34900,3. Calidad Alta,1,7070,13,34900
12039,NA,2019-12-30,2676,0,45200,3. Calidad Alta,1,9150,13,45200
19600,EFECTIVO,2020-01-13,12620,0,19100,1. Calidad Simple,1,5600,10,19100
1461,TRANSBANK,2019-12-28,12611,0,NA,1. Calidad Simple,1,8590,9,NA
12416,TRANSBANK,2019-12-30,12620,0,38100,3. Calidad Alta,1,9170,10,38100
1530,TRANSBANK,2019-11-14,12331,0,38800,3. Calidad Alta,1,7010,7,38800
4342,TRANSBANK,2019-11-15,12611,0,29200,2. Calidad Media,1,5790,9,29200
4342,TRANSBANK,2019-12-09,12331,0,39600,2. Calidad Media,1,7980,7,39600
4342,TRANSBANK,2020-01-02,12331,0,32600,2. Calidad Media,1,6550,7,32600
12002,OTRO,2019-12-30,12526,0,38900,3. Calidad Alta,1,8140,9,38900
180,EFECTIVO,2020-01-14,2411,2000,47100,3. Calidad Alta,1,8740,13,49100
13298,EFECTIVO,2020-01-03,4181,0,38200,3. Calidad Alta,1,7620,15,38200
13298,EFECTIVO,2020-01-14,4181,0,NA,3. Calidad Alta,1,7920,15,NA
7527,EFECTIVO,2019-12-12,12757,2000,42300,3. Calidad Alta,1,9830,12,44300
7527,EFECTIVO,2019-12-12,12757,2000,38900,3. Calidad Alta,1,9040,12,40900
22749,NA,2019-11-05,12611,2000,32900,3. Calidad Alta,1,5830,9,34900
22749,NA,2019-11-19,12611,0,37200,3. Calidad Alta,1,6830,9,37200
22749,NA,2019-12-23,12611,0,34600,3. Calidad Alta,1,6600,9,34600
16353,EFECTIVO,2019-12-28,12117,0,36700,2. Calidad Media,1,8000,6,36700
16353,EFECTIVO,2019-12-28,12117,0,106100,4. Calidad Premium,1,12450,6,106100
16353,EFECTIVO,2020-01-03,12116,0,38600,2. Calidad Media,1,7750,5,38600
16353,EFECTIVO,2020-01-03,12116,0,116000,4. Calidad Premium,1,12160,5,116000
16353,EFECTIVO,2020-01-12,12117,0,112300,4. Calidad Premium,1,11340,6,112300
16353,EFECTIVO,2020-01-15,12117,4000,115400,4. Calidad Premium,1,12260,6,119400
16353,EFECTIVO,2020-01-18,12117,2200,35000,2. Calidad Media,1,7990,6,37200
3983,TRANSBANK,2019-11-12,11703,3000,115400,4. Calidad Premium,1,8750,5,118400
2692,EFECTIVO,2019-11-03,11703,0,41100,3. Calidad Alta,1,5510,5,41100
15385,EFECTIVO,2020-01-05,12618,0,46800,3. Calidad Alta,1,9510,10,46800
17941,EFECTIVO,2020-01-09,3418,3000,24200,3. Calidad Alta,1,6340,15,27200
1627,NA,2019-10-28,10920,0,32000,3. Calidad Alta,1,4750,2,32000
9215,TRANSBANK,2020-01-16,12615,2000,37400,3. Calidad Alta,1,7730,9,39400
594,NA,2019-10-26,10823,2000,44000,3. Calidad Alta,1,6610,2,46000
594,EFECTIVO,2019-11-25,10823,2000,32600,3. Calidad Alta,1,5900,2,34600
594,EFECTIVO,2019-12-24,10823,2000,52700,3. Calidad Alta,1,13420,2,54700
594,EFECTIVO,2020-01-18,10823,1500,23900,2. Calidad Media,1,6550,2,25400
594,EFECTIVO,2020-01-18,10823,2000,46700,3. Calidad Alta,1,11170,2,48700
13797,OTRO,2020-01-04,11525,0,43900,3. Calidad Alta,1,8920,4,43900
18859,EFECTIVO,2020-01-11,11057,3000,39800,3. Calidad Alta,1,10430,4,42800
11692,EFECTIVO,2019-12-29,5608,0,32000,2. Calidad Media,1,6690,17,32000
11692,EFECTIVO,2019-12-29,5608,0,44600,3. Calidad Alta,1,9170,17,44600
21325,NA,2020-01-16,2676,0,79400,3. Calidad Alta,2,7400,13,39700
21788,OTRO,2020-01-17,12526,0,117600,4. Calidad Premium,1,14660,9,117600
13016,NA,2020-01-03,13108,0,114300,4. Calidad Premium,1,13570,12,114300
3594,EFECTIVO,2019-11-09,12484,1500,43200,2. Calidad Media,1,9050,8,44700
17241,EFECTIVO,2020-01-08,12118,0,28500,1. Calidad Simple,1,8170,6,28500
13794,EFECTIVO,2020-01-04,12425,3000,36600,3. Calidad Alta,1,9590,7,39600
11903,OTRO,2019-12-29,11525,0,39100,3. Calidad Alta,1,8180,4,39100
9798,TRANSBANK,2019-12-23,5608,0,63800,2. Calidad Media,2,6350,17,31900
9798,TRANSBANK,2019-12-23,5608,0,45300,3. Calidad Alta,1,9090,17,45300
21067,TRANSBANK,2020-01-15,12733,0,90200,3. Calidad Alta,2,8720,11,45100
5407,TRANSBANK,2019-11-24,11783,0,53300,3. Calidad Alta,1,9420,5,53300
5407,TRANSBANK,2020-01-12,11703,0,28300,2. Calidad Media,1,5200,5,28300
14834,EFECTIVO,2020-01-01,3418,3000,34600,3. Calidad Alta,1,9060,15,37600
10617,EFECTIVO,2019-12-25,12493,0,34700,1. Calidad Simple,1,7140,8,34700
20142,EFECTIVO,2020-01-14,10897,1500,22500,2. Calidad Media,1,6080,2,24000
20142,EFECTIVO,2020-01-14,10897,1500,33100,2. Calidad Media,1,8940,2,34600
17097,OTRO,2020-01-08,11663,0,36000,3. Calidad Alta,1,7200,4,36000
21931,EFECTIVO,2020-01-17,3418,0,46800,3. Calidad Alta,1,9360,15,46800
21931,EFECTIVO,2020-01-17,3418,3000,35400,3. Calidad Alta,1,7670,15,38400
24516,TRANSBANK,2019-10-19,3880,2000,40800,3. Calidad Alta,1,4000,15,42800
24516,TRANSBANK,2019-12-12,3880,0,NA,3. Calidad Alta,1,9420,15,NA
24516,TRANSBANK,2019-12-28,3302,2000,35000,3. Calidad Alta,1,6250,14,37000
14439,EFECTIVO,2020-01-04,12483,2000,34600,3. Calidad Alta,1,7050,8,36600
5762,NA,2020-01-15,4181,0,58200,1. Calidad Simple,2,8420,15,29100
16804,EFECTIVO,2020-01-07,6128,0,24100,2. Calidad Media,1,4820,17,24100
12608,EFECTIVO,2019-12-30,12324,3000,43600,3. Calidad Alta,1,11580,6,46600
12608,EFECTIVO,2019-12-30,12324,3000,38100,3. Calidad Alta,1,10120,6,41100
10840,EFECTIVO,2019-12-26,12347,0,43100,3. Calidad Alta,1,8110,7,43100
6143,EFECTIVO,2019-11-27,2624,0,31400,2. Calidad Media,1,4090,13,31400
12217,TRANSBANK,2019-12-29,12331,0,34100,2. Calidad Media,1,7020,7,34100
12217,TRANSBANK,2019-12-29,12331,0,33600,1. Calidad Simple,1,9950,7,33600
1778,EFECTIVO,2019-10-30,12439,0,40200,3. Calidad Alta,1,7670,7,40200
14391,OTRO,2020-01-04,10111,0,43200,3. Calidad Alta,1,8770,1,43200
21208,EFECTIVO,2020-01-16,12330,0,55000,3. Calidad Alta,2,4710,7,27500
21237,OTRO,2020-01-16,10903,0,50700,3. Calidad Alta,1,10300,2,50700
10634,OTRO,2019-12-25,12611,0,113700,4. Calidad Premium,1,14100,9,113700
5333,NA,2019-11-23,5114,0,29600,2. Calidad Media,1,6270,17,29600
5333,NA,2019-11-23,5114,0,43900,3. Calidad Alta,1,8000,17,43900
21427,EFECTIVO,2020-01-16,3101,3000,32800,3. Calidad Alta,1,7100,14,35800
5149,EFECTIVO,2019-11-22,12756,0,51400,3. Calidad Alta,1,9090,11,51400
18282,EFECTIVO,2020-01-10,12117,2000,80400,3. Calidad Alta,2,7470,6,42200
18282,EFECTIVO,2020-01-10,12117,2000,31200,3. Calidad Alta,1,6140,6,33200
20675,EFECTIVO,2020-01-18,10757,2000,43400,3. Calidad Alta,1,8870,1,45400
22652,TRANSBANK,2019-09-24,6128,0,244800,4. Calidad Premium,2,8530,17,122400
22652,TRANSBANK,2019-12-25,12331,0,106600,4. Calidad Premium,1,13220,7,106600
17395,EFECTIVO,2020-01-08,12621,2000,45100,3. Calidad Alta,1,9170,10,47100
21855,OTRO,2020-01-17,12620,0,42000,3. Calidad Alta,1,8400,10,42000
12604,EFECTIVO,2019-12-30,12324,2000,38900,3. Calidad Alta,1,10070,6,40900
19981,EFECTIVO,2020-01-13,12117,0,34900,1. Calidad Simple,1,10240,6,34900
8445,TRANSBANK,2019-12-19,3136,0,35900,3. Calidad Alta,1,6380,14,35900
3903,EFECTIVO,2019-11-11,12439,0,40500,3. Calidad Alta,1,8650,7,40500
318,TRANSBANK,2019-10-02,12331,0,41900,2. Calidad Media,1,8500,7,41900
318,TRANSBANK,2019-12-23,12331,0,52800,3. Calidad Alta,1,10060,7,52800
318,TRANSBANK,2019-12-26,12331,0,35500,2. Calidad Media,1,7460,7,35500
17517,EFECTIVO,2020-01-08,2753,0,29900,2. Calidad Media,1,7730,13,29900
17517,EFECTIVO,2020-01-08,2753,1500,50900,2. Calidad Media,1,13750,13,52400
17517,EFECTIVO,2020-01-08,2753,0,37900,2. Calidad Media,1,9800,13,37900
5677,NA,2020-01-12,2676,0,40600,3. Calidad Alta,1,7840,13,40600
21156,EFECTIVO,2020-01-16,3350,2000,28900,3. Calidad Alta,1,4520,15,30900
21156,EFECTIVO,2020-01-16,3350,2000,44700,3. Calidad Alta,1,6980,15,46700
15875,NA,2020-01-06,2676,0,40800,3. Calidad Alta,1,8080,13,40800
15875,NA,2020-01-06,2676,0,22900,1. Calidad Simple,1,6840,13,22900
15875,NA,2020-01-14,2676,0,43500,3. Calidad Alta,1,8400,13,43500
15875,NA,2020-01-18,2676,0,35100,3. Calidad Alta,1,6950,13,35100
4848,EFECTIVO,2019-11-19,11702,2000,47400,3. Calidad Alta,1,8760,4,49400
4848,EFECTIVO,2019-12-16,12756,2000,35900,3. Calidad Alta,1,8800,11,37900
4848,EFECTIVO,2020-01-07,11783,2000,44900,3. Calidad Alta,1,7260,5,46900
23061,EFECTIVO,2019-10-04,12331,2000,38300,3. Calidad Alta,1,6940,7,40300
23061,EFECTIVO,2019-11-02,12331,0,46200,3. Calidad Alta,1,8460,7,46200
23061,EFECTIVO,2019-12-10,12612,2000,36100,3. Calidad Alta,1,6110,9,38100
23061,EFECTIVO,2019-12-24,12612,2000,36400,3. Calidad Alta,1,7280,9,38400
24605,EFECTIVO,2019-10-20,12330,0,109800,3. Calidad Alta,2,9210,7,54900
13433,EFECTIVO,2020-01-04,13280,3000,27900,3. Calidad Alta,1,7310,12,30900
20489,TRANSBANK,2020-01-15,12620,0,22800,2. Calidad Media,1,4680,10,22800
22955,NA,2019-11-05,12347,0,43100,3. Calidad Alta,1,7350,7,43100
22955,NA,2019-12-21,12611,0,47100,3. Calidad Alta,1,9330,9,47100
5209,TRANSBANK,2019-11-22,3136,0,48200,3. Calidad Alta,1,8570,14,48200
559,OTRO,2019-10-23,12331,0,122000,4. Calidad Premium,1,13800,7,122000
24129,EFECTIVO,2019-10-17,12331,0,47500,3. Calidad Alta,1,8540,7,47500
1537,EFECTIVO,2019-12-15,3302,0,45000,3. Calidad Alta,1,6370,14,45000
1537,EFECTIVO,2019-12-21,3302,0,36300,3. Calidad Alta,1,6190,14,36300
23955,TRANSBANK,2019-10-16,12756,3000,111900,4. Calidad Premium,1,8700,11,114900
16748,OTRO,2020-01-07,12330,0,44300,2. Calidad Media,1,8860,7,44300
16748,OTRO,2020-01-07,12330,0,30700,3. Calidad Alta,1,5610,7,30700
14477,EFECTIVO,2019-12-31,11057,3000,38100,3. Calidad Alta,1,10120,4,41100
14477,EFECTIVO,2019-12-31,11057,3800,159700,4. Calidad Premium,1,23260,4,163500
19103,EFECTIVO,2020-01-12,12116,0,41800,2. Calidad Media,1,8400,5,41800
19103,EFECTIVO,2020-01-12,12116,0,34000,2. Calidad Media,1,6830,5,34000
17001,TRANSBANK,2020-01-07,12331,0,31100,2. Calidad Media,1,6220,7,31100
17936,NA,2020-01-09,5113,0,25000,1. Calidad Simple,1,7310,16,25000
16585,OTRO,2020-01-07,11525,0,41300,3. Calidad Alta,1,8390,4,41300
3717,EFECTIVO,2019-11-10,12331,0,39800,3. Calidad Alta,1,7340,7,39800
15109,EFECTIVO,2020-01-02,3136,3000,111100,4. Calidad Premium,1,13080,14,114100
4847,TRANSBANK,2019-11-19,5114,0,27300,2. Calidad Media,1,5680,17,27300
4847,TRANSBANK,2019-12-11,5111,0,28700,2. Calidad Media,1,7150,16,28700
4847,TRANSBANK,2019-12-26,5114,0,32400,2. Calidad Media,1,5730,17,32400
4847,TRANSBANK,2020-01-03,5114,0,32400,2. Calidad Media,1,5160,17,32400
22734,EFECTIVO,2019-11-17,12330,0,39500,3. Calidad Alta,1,7350,7,39500
22734,EFECTIVO,2019-12-29,12330,0,39900,3. Calidad Alta,1,7360,7,39900
6752,EFECTIVO,2019-12-04,12331,0,40300,2. Calidad Media,1,7810,7,40300
1639,OTRO,2019-11-06,12331,0,127100,4. Calidad Premium,1,15490,7,127100
13220,EFECTIVO,2020-01-03,12118,0,47200,3. Calidad Alta,1,10180,6,47200
12821,EFECTIVO,2019-12-31,12615,0,41300,3. Calidad Alta,1,9680,9,41300
1365,EFECTIVO,2019-12-26,3302,0,90000,3. Calidad Alta,2,7550,14,45000
7668,EFECTIVO,2019-12-11,11783,2000,44200,3. Calidad Alta,1,9990,5,46200
4097,EFECTIVO,2019-11-12,11703,0,47300,2. Calidad Media,1,10730,5,47300
4097,EFECTIVO,2019-11-12,11703,0,41500,3. Calidad Alta,1,7840,5,41500
